RowNames	LILT_GF06_16	LILT_GF12_16	LILT_GF15_16	LILT_GF16_T017	LILT_GF17_16	LILT_GF18_T016	LILT_VF00TL_16	LILT_VF02_T016	LILT_VF04_16	LILT_VF06_16	LILT_VF07_16	LILT_VF10_T016	LILT_VF100_T016	LILT_VF102_T017	LILT_VF107_16	LILT_VF114_T017	LILT_VF120_16	LILT_VF140_T016	LILT_VF145_T017	LILT_VF154_T017	LILT_VF166_T017	LILT_VF170_T016	LILT_VF171_T016	LILT_VF172_T017	LILT_VF174_T017	LILT_VF176_T017	LILT_VF18_T016	LILT_VF189_T016	LILT_VF192_T017	LILT_VF197_T017	LILT_VF206_T016	LILT_VF207_T017	LILT_VF208_T017	LILT_VF212_T016	LILT_VF214_T016	LILT_VF216_T017	LILT_VF217_T017	LILT_VF232_T017	LILT_VF234_T017	LILT_VF251_T017	LILT_VF255_T016	LILT_VF259_T016	LILT_VF261_T016	LILT_VF262_T016	LILT_VF263_T016	LILT_VF264_T017	LILT_VF265_T016	LILT_VF270_T017	LILT_VF273_T017	LILT_VF279_T016	LILT_VF28_T016	LILT_VF281_T017	LILT_VF29_16	LILT_VF30_16	LILT_VF300_T016	LILT_VF301_T016	LILT_VF31_16	LILT_VF32_T016	LILT_VF35_16	LILT_VF37_16	LILT_VF38_16	LILT_VF40_16	LILT_VF43_16	LILT_VF47_16	LILT_VF50_16	LILT_VF55_T017	LILT_VF56_16	LILT_VF60_T016	LILT_VF65_16	LILT_VF66_T017	LILT_VF69_16	LILT_VF70_16	LILT_VF71_16	LILT_VF73_16	LILT_VF77_16	LILT_VF82_T016	LILT_VF84_16	LILT_VF90_16	LILT_VF95_16	LILT_VF97_16
Collinsella intestinalis	0	0	16981	0	0	54011	5869	6452	11597	8131	17830	0	1312	0	3780	0	876	0	1610	0	134142	0	21896	0	738	5996	2442	16750	929	0	0	0	0	0	0	0	0	0	423	0	0	0	0	6103	14390	0	0	6429	0	34926	0	98689	0	1551	3040	0	4685	0	2460	12984	3890	0	0	73824	4068	0	944	1739	0	5280	5526	0	0	0	0	9747	0	0	0	0
Butyricimonas virosa	0	0	16954	617736	418930	0	2352	0	0	0	0	0	257420	200380	0	0	31690	0	15884	0	0	102811	0	0	0	15848	205970	0	61720	230450	0	0	0	134976	0	0	0	103885	291209	218581	50000	31620	0	22467	24629	638067	18109	217611	51107	43231	191530	0	95449	67426	67685	7021	0	323541	15700	0	183908	67728	19287	0	1542	15392	0	29087	78211	476775	510	163365	0	407319	153048	10655	25709	0	523035	11438
Enterocloster asparagiformis	0	0	16028	0	47210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1134	0	0	0	67269	0	2427	0	0	0	0	0	0	0	0	0	0	0	163689	0	0	0	29595	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3302	0	1955	0	0	0	0	0	0	0	0	0	0	38382	0	0
Bacteroides eggerthii	0	0	14215	0	0	1154	0	0	0	0	0	0	376763	0	16819	0	0	323128	0	0	0	0	11150	0	0	46718	0	579395	2342195	1219319	0	149391	0	661329	0	0	0	38133	1916547	0	0	0	0	0	0	0	0	0	0	20710473	2370921	0	1626500	2013218	0	0	0	0	0	0	0	0	5497	0	5015165	0	1544	98920	119728	0	473480	4666	31598	1836545	2643650	0	0	0	0	685561
Parasutterella excrementihominis	0	0	13804	12710	2183425	0	547819	0	0	225508	33703	49169	263928	150515	0	76329	388394	0	0	0	0	1606956	0	165882	0	0	10796768	23185	0	11007	0	363845	0	1189607	0	0	0	0	468095	3173	4635	231109	187024	3058	12330	0	0	268564	0	0	2359354	306545	1007229	33069	747197	264463	0	0	0	6338	2115266	859288	0	14945	0	596389	0	0	0	0	5280533	0	0	138687	0	35539	32679	0	0	0
Dorea formicigenerans	0	0	11779	329	4724	0	3226	0	18059	25168	0	0	48878	0	840956	0	61385	0	0	0	0	28974	0	0	0	0	9844	32590	0	0	119157	65647	0	4182	0	0	0	0	86451	0	13423	0	0	94692	120107	95321	14709	424172	0	0	119799	0	66629	29500	597481	92019	0	10939	0	16528	12689	0	0	594925	0	0	9298	0	0	0	14514	6475	0	6475	130670	0	9397	0	216636	74128
Megamonas funiformis	0	0	9781	0	0	10222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1440	0	0	0	0
Bacteroides faecis CAG:32	0	0	8709	0	0	0	151171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38929	0	0	0	0	0	0	0	0	0	51443	0	516875	246251	0	0	245259	209673	0	89789	0	0	27686	1053062	0	580565	47986	0	0	0	180552	11165	0	0	20728	0	0	12851	0	0	0	0	0	0	67963	0	23384	0	0	0	0	1646285	0
Bacteroides clarus	0	0	8537	0	16767	0	0	0	0	0	0	0	16565	0	0	0	46336	0	0	0	0	86363	0	0	0	23590	0	0	0	0	0	0	0	309174	0	0	0	33191	0	422598	57059	199602	0	65226	61697	125190	457617	0	0	0	443135	0	298730	0	15593	2189	0	15010	36309	0	193181	0	3885	0	0	0	0	43611	0	0	0	0	0	325879	35985	0	0	0	232213	81577
Eubacteriaceae bacterium CHKCI005	0	0	5466	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1808	0	0	22761	0	3012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Catenibacterium mitsuokai	0	0	3441	0	0	0	0	12106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Megasphaera sp. MJR8396C	0	0	2674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gemella sanguinis	0	0	2356	0	0	6237	0	0	0	0	0	0	0	0	25756	0	0	0	0	2663	0	0	0	0	0	0	4321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2676	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteroides finegoldii	0	0	2012	58735	14173	0	0	6545	0	0	0	0	0	0	0	0	133385	0	319967	0	186812	46130	0	0	0	0	0	26985	0	0	0	0	0	0	0	0	0	163625	0	0	0	84991	0	0	0	0	0	68886	0	0	181587	0	134438	36040	108419	19736	45605	62860	185901	0	0	0	5406	0	66652	0	0	0	0	0	118284	0	106580	142115	0	0	470934	0	0	0
Turicibacter sanguinis	0	0	1099	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22459	0	0	0	0	0	0	0	0	0
[Ruminococcus] torques	0	0	953	135798	0	0	8908	0	27432	0	0	0	181183	3532	14127566	0	347786	181701	0	0	0	0	0	0	0	0	130864	49307	18365	26587	150153	308657	0	10218	0	0	0	66335	0	8538	55070	0	14893	985825	854072	343054	0	1214507	0	0	0	9520	0	0	1636066	289515	13713	1155941	0	70679	56784	5236	0	4184580	0	0	0	0	0	12699	3818	0	7044805	318754	499014	0	58974	751017	1059077	2429882
Alistipes indistinctus	0	0	0	6557761	125159	6741	0	6213	0	0	0	94767	116678	22341	0	0	0	623387	640202	0	0	77077	0	0	0	11645	1197650	2928190	93606	519596	0	0	0	0	0	0	0	31452	114873	0	0	0	0	0	0	2967271	25941	83113	89129	0	0	585188	0	0	43381	2098	132270	18493	228510	0	10560	0	22454	0	0	298530	0	12823	195692	0	8312	0	0	715463	35785	68374	117827	0	9794	10338
Alistipes finegoldii	0	0	0	3031816	3269399	0	3504254	0	0	61159	136280	3428911	3915960	490935	81787	6533970	203126	0	1168645	0	2068574	5346909	18592	152545	61031125	262036	1831041	206315	1102303	4352371	0	0	0	4025523	0	0	0	1203728	1014492	2697908	275350	22357	1474976	369106	560606	1089549	2787176	62732	653134	25029286	1561474	2632215	620636	300089	540214	128335	2222512	589634	95117	102676	46423	38969	174548	1388365	10526551	2334629	1834800	392662	21437137	197386	0	299402	0	26143	3424109	56358	681387	0	388053	243951
Oscillibacter sp. 57_20	0	0	0	1629776	0	0	419835	352356	0	0	1647247	436826	12000627	1048952	242697	0	0	0	0	0	0	0	0	0	0	0	0	842027	0	843580	1032367	0	0	1068946	0	0	0	453712	0	0	0	0	0	0	0	2204318	0	1263794	0	0	0	0	0	0	922395	215019	389031	110525	0	296354	0	0	48194	189448	0	0	0	0	0	224435	236331	611985	0	449014	1779839	85715	401513	0	416355	0
Bacteroides cellulosilyticus	0	0	0	796148	25168	0	47518	0	0	33646	0	0	10057	74032	1507	0	0	6865	0	0	0	324408	0	0	0	1027348	2446548	8351	0	222365	0	0	0	8718	0	0	0	0	0	283459	1699	30753	0	6665	3035	0	0	71706	0	0	0	0	0	0	2335356	318010	0	0	3313	0	641011	0	0	0	1046913	1748974	0	1713806	0	0	0	17592	0	0	2722009	0	0	0	0	0
Ruminococcus sp. CAG:330	0	0	0	370503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Phocaeicola coprocola	0	0	0	283665	0	0	0	0	0	0	0	0	286840	0	34440	0	0	0	0	0	0	0	0	250276	0	0	0	117441	0	197602	0	0	0	0	0	0	0	0	0	2688060	575812	534553	0	1196338	1257770	0	0	0	0	0	0	0	0	0	0	0	0	72644	0	578	0	788640	78642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Oscillibacter sp. CAG:241	0	0	0	239519	0	0	1172421	3200	0	129517	398615	719894	1014507	141718	0	0	0	3155075	1124654	0	0	105568	8167	0	204148	0	0	0	318567	1164399	186400	25696	0	69324	0	0	0	0	2238912	0	0	0	0	0	0	234227	151833	2619	544808	0	0	0	0	0	446211	77058	16940	371090	0	72700385	1247477	1039416	0	0	0	2490	0	0	8554	0	4874	214911	0	2242722	477159	118402	256189	0	34382	0
Coprococcus eutactus	0	0	0	177953	0	0	0	14055	0	0	0	0	76384	70332	0	0	0	0	0	0	0	0	0	0	156137	0	2179	918974	4712262	286699	0	0	0	84686	0	0	0	0	117613	0	0	0	0	0	0	0	0	0	0	0	13271610	0	10224297	0	45533	0	48045	0	0	0	0	0	0	0	0	0	0	0	17545	0	0	0	0	161254	2591123	0	0	0	0	0
Firmicutes bacterium CAG:110	0	0	0	167997	0	0	1505442	28599	0	0	172523	1502984	1299098	0	0	0	0	2724768	0	0	0	870870	0	0	0	0	0	0	0	0	0	1926	0	72883	0	0	0	311899	0	0	0	0	0	0	0	0	4932	106633	0	0	3262415	0	1417109	0	39094	1686	66965	1275209	127641	381904	0	3150521	0	0	0	0	0	0	0	0	0	107947	0	557276	2430842	92856	205508	0	0	0
Phascolarctobacterium faecium	0	0	0	75522	0	21360	0	0	0	529491	0	0	0	0	0	0	0	0	0	0	0	1609554	0	0	0	0	617648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	399590	0	0	7429	0	0	0	0	0	25610	1340957	49456	0	18259	183527	0	0	0	370412	0	0	0	777913	790919	0	362679	0	0	0
Butyrivibrio sp. CAG:318	0	0	0	31307	0	0	0	0	0	0	0	0	0	0	0	0	0	9907121	0	0	0	0	2445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	529396	0	462529	0	434955	37916	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2407927	0	0	0	0	0
Prevotella sp. CAG:1185	0	0	0	30588	0	0	0	0	0	0	0	0	0	0	5426	0	0	0	0	0	0	198902	0	58129	0	0	0	456445	0	0	0	79493	0	0	0	0	0	0	29861	0	0	0	0	0	0	0	0	0	0	0	493113	0	278258	0	0	0	164755	28675	0	0	0	0	83364	0	0	0	0	0	0	0	662877	0	0	315985	0	0	0	0	0	0
Bifidobacterium pseudocatenulatum	0	0	0	10320	0	959678	0	12799	3006466	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12548532	306240	0	0	0	0	0	0	0	0	0	0	0	11293	45635	0	5086	170107	500198	0	0	0	0	0	0	0	0	296330	226931	41503	5245140	0	0	0	57514	0	2190	0	0	0	0	0	0	0	11016	0	0	55891	0	0	0	0	24016	0
Firmicutes bacterium CAG:95	0	0	0	9636	0	0	0	3671	0	0	0	5495	0	9931	0	0	0	0	0	0	0	1087835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2858	0	0	0	0	0	0	0	0	0	0	0	0	142736	0	88490	0	34056	0	0	82976	0	0	0	0	0	0	0	0	0	0	0	0	0	88911	0	0	148548	0	0	0	0	0
Coprobacter fastidiosus	0	0	0	8900	0	0	7951	0	0	0	0	0	0	110279	0	0	1050	0	254836	0	0	43015	0	0	0	0	0	0	0	0	0	48508	0	0	0	0	0	9687	74860	1252	0	0	0	0	0	0	0	0	0	188518	0	72061	0	0	36635	0	0	12406	45818	0	0	45928	4025	0	68840	0	0	0	5215	0	0	0	0	53355	42712	0	0	0	388092	0
Eubacterium sp. CAG:38	0	0	0	4130	119386	0	2655176	5154	0	9105	21045	0	131341	34904	0	119331	0	3325	0	0	0	384620	46855	0	0	118929	0	0	115304	38743	0	0	0	30236	0	0	2499291	0	0	522017	3778079	0	0	7273523	8847494	122276	0	21660	0	0	4302	0	0	81329	0	0	7788	15253	0	0	4040	0	124247	0	63124	212169	0	233769	6118	46637	317215	1683166	0	97094	11120	0	539624	0	1285	0
Bacteroides thetaiotaomicron	0	0	0	3723	287548	0	26600	13194	408378	385671	0	12872	159798	743893	792841	741450	0	0	364159	0	1932212	116811	7899	0	417220	1711367	442976	0	264632	55614	0	0	0	165240	0	0	0	15236	893167	116475	39943	2650878	143155	30075	24550	1311585	8520	181709	17662	0	17845	234826	14902	0	675464	164220	0	36628	0	0	692075	0	28593	506532	0	0	196001	2659451	0	1460445	41871	0	0	100178	0	57478	0	0	0	2166764
Coprococcus catus	0	0	0	3342	0	38827	80487	23451	0	0	3907	126944	121365	0	294513	0	494955	0	7600	0	0	222063	0	0	0	348	0	49563	31505	1079	213024	312972	0	13119	0	0	0	3063	0	17377	59529	0	0	367852	266589	20230	223790	1294614	0	0	201407	0	112565	43618	504058	189440	45465	64806	0	7436	1027480	136368	0	182065	0	0	0	0	16349	62575	17977	20290	0	318475	563904	0	913	335927	394086	1770
Roseburia sp. CAG:182	0	0	0	3229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25114	0	0	14667	0	0	0	0	0
Ruminococcus callidus	0	0	0	2398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1333	0	0	0	2986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3007	0	0	0	0	0	0	0	0	0	0	10392	0	0	0	0	0	0	0	0	0	0	0	17094	58869	0	3348	0	0	0
Bacteroides nordii	0	0	0	2173	0	0	0	0	0	0	0	0	0	9179	0	0	0	0	0	0	0	1407	0	0	0	0	517368	0	688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	692	0	0	0	0	0	0	0	1791	0	0	0	566	0	0	2115	0	0	0	0	0	0	0	0	0	0	0
[Eubacterium] siraeum	0	0	0	1697	0	0	12491282	0	0	0	869394	0	0	4621104	0	0	472287	144128	0	0	0	24352162	0	0	0	4168156	0	16638	2731070	5602586	0	31385	0	0	0	0	0	133760	0	692872	0	0	0	26408	34961	4572	79101	82554	0	0	2573601	0	1549543	0	13561	0	629389	13295	1006940	10325	0	0	0	58578	3095633	59260	0	6394256	304431	0	91402	0	0	86540	1720463	0	8654655	0	54903	0
Lactobacillus rogosae	0	0	0	1342	0	0	18878	0	0	0	0	0	0	0	3754	0	0	0	0	0	0	0	10693	0	0	0	0	0	0	0	0	0	0	61498	0	0	0	0	0	0	2672	0	0	12147	1274	30821	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28744	0	0	0	0	0	0	0	0	0
Klebsiella pneumoniae	0	0	0	0	235983	485156	1449224	0	0	0	0	0	0	0	64759	16843448	0	39536	148550	58460	67568	0	296392	0	0	0	0	0	0	0	0	0	9464255	0	949940	11060234	0	0	0	0	0	1623821	0	0	0	0	0	9658	0	0	0	0	0	0	108248	44769	0	0	0	0	0	0	217907	0	0	0	16020	0	0	0	134198	0	0	0	0	0	0	0	0	0
Proteobacteria bacterium CAG:139	0	0	0	0	147537	0	40171	0	0	615578	3448	0	11249	6339	0	911268	1056495	0	10846	0	0	134700	0	9034	0	0	1164210	0	0	124893	0	3933999	0	83830	0	0	0	0	28996	88144	71896	2140661	1529111	87454	116993	0	0	18765	0	0	187228	3107509	61920	0	57984	14372	0	0	0	135270	128136	1046466	0	0	0	6019629	0	0	0	0	961024	0	0	1239154	0	99482	307547	0	0	0
Turicimonas muris	0	0	0	0	146637	0	33406	0	0	22168	0	0	6682	0	0	32661	49701	0	0	0	0	147525	0	0	0	0	363210	0	0	5857	0	53957	0	17542	0	0	0	0	7298	0	1445	36872	28541	0	3617	0	0	27292	0	0	84220	71856	35657	0	110758	18232	0	0	0	5818	81694	59628	0	0	0	111199	0	0	0	0	200401	0	0	12468	0	13942	22118	0	0	0
Butyricimonas synergistica	0	0	0	0	132995	0	21584	0	0	0	0	11637	745062	162327	0	0	0	0	108872	0	0	159251	0	0	0	0	0	0	0	188932	0	4283	0	0	0	0	0	7608	0	0	0	5767	0	0	0	0	0	43513	0	40924	34175	0	6062	100340	224745	24525	0	10044	45986	0	0	248141	20480	0	2002	15157	0	0	231600	0	65694	1769	0	0	2242	1861	0	0	0	0
Citrobacter europaeus	0	0	0	0	37358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lacrimispora saccharolytica	0	0	0	0	32802	20146	0	0	26535	8545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50015	0	0	0	0	0	0	21007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Klebsiella variicola	0	0	0	0	21828	167262	143574	0	7268	0	0	0	0	0	143733	1497348	0	0	266841	11767	4501	0	508772	0	0	0	0	0	0	0	0	0	0	0	0	3180980	0	0	0	0	0	474532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23005	0	0	0	0	0	0	0	6759	0	0	0	0	0	0	0	0	0
Actinomyces sp. oral taxon 181	0	0	0	0	18642	0	35550	0	50977	0	0	0	1192	0	165500	0	2301	0	0	775	0	0	20553	0	0	0	0	0	0	0	270610	0	0	0	0	0	2894	0	0	0	7374	0	0	32691	57734	12363	0	0	0	0	0	1986	0	5991	2613	0	0	0	0	0	0	0	0	0	0	0	43360	0	0	0	6391	0	0	0	0	0	0	25989	8125	96435
[Clostridium] leptum	0	0	0	0	12097	60722	0	0	0	0	0	0	36987	0	0	0	391077	34657	2561	0	0	0	0	0	0	0	1691	22418	23193	0	0	167760	0	1380	0	0	0	0	0	0	0	0	0	1684	2925	13068	0	0	0	0	11041	2080531	0	9965	1245636	112138	0	0	2096	164744	0	9183	0	0	0	0	0	0	45852	1560	0	0	0	7191	3916	0	0	0	0	0
Lachnoclostridium sp. An138	0	0	0	0	9281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45003	0	0	0	0	0	0	0	1437	0	0	0	0	0	5383	0	0	0	0	0	0	0	0	0	0	0	0
Veillonella parvula	0	0	0	0	4563	8254	0	9116	157014	0	0	0	0	15599	65021	0	0	0	0	0	0	0	1700841	0	0	0	190754	55966	0	0	0	0	0	0	203318	0	0	15126	0	0	96536	0	0	21738	22726	0	0	0	0	0	0	0	0	0	1904209	586620	0	0	0	0	16686	0	4974	5458	0	10255	0	0	0	0	24783	0	928350	0	0	0	0	0	2930	72148
Lachnoclostridium sp. An196	0	0	0	0	4247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eubacterium sp. OM08-24	0	0	0	0	2722	0	0	2432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	189	0	0	0	0	0	0	0	0	0	0	0	49013	0	94232	0	0	0	0	0	0	0	0	0	0	0	404	0	0	0	0	0	0	0	0	0	138887	0	0	0	0	0
Fretibacterium fastidiosum	0	0	0	0	1982	0	0	0	0	0	2943	0	0	0	2491	0	0	2688	1352	0	2534816	0	15771	0	0	0	0	0	0	0	0	0	0	10076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1639	0	0	0	1372	6627	0	0	0	0	2042	0	0	0	0	0	0	0	0	7779	0	0	0	0	0	0	0	0	0	0	0
Streptococcus parasanguinis	0	0	0	0	1909	173220	40129	50747	1307794	15290	0	0	119999	0	919346	0	0	0	0	465	0	0	1539050	0	0	0	0	0	0	5638	694902	6792	0	0	0	31642	175	5324	1913	0	27245	0	0	14918	19627	0	0	3333	0	0	0	0	0	29966	1297539	315625	0	0	0	0	229070	21161	0	2195	0	2342	8332	0	23590	0	53681	0	0	0	0	0	38621	14465	17904	717326
Atopobium deltae	0	0	0	0	0	317591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Firmicutes bacterium CAG:145	0	0	0	0	0	162336	0	0	0	0	0	0	30786	0	0	0	132523	0	25754	0	0	17098	0	0	56854	9951	0	22147	0	0	0	5777	0	0	0	0	0	4282	199701	0	0	0	0	0	0	264534	0	11265	2616	0	21335	0	8164	0	0	0	0	0	16895	249658	21750	0	0	0	0	1341	0	18865	0	1093328	0	0	0	79832	614	0	0	0	74218	0
Eubacterium sp. CAG:251	0	0	0	0	0	124019	0	0	0	33592	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	398449	0	0	0	0	92451	0	57063	0	0	0	46439	0	0	0	0	0	0	0	0	0	0	0	0	27279	0	0	0	0	35017	0	0	0	0	0
Ralstonia insidiosa	0	0	0	0	0	121134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Enorma massiliensis	0	0	0	0	0	101547	106567	0	3029	15476	5308	19413	0	0	0	0	0	0	0	0	0	0	2982	0	0	0	1052	10906	0	0	0	682186	0	0	0	0	0	0	0	0	0	591	0	1362	6196	0	0	0	0	0	84637	0	16697	0	0	0	826	0	0	7417	0	0	0	4691	0	0	0	0	0	1059	937	0	0	0	0	0	0	0	0	0
Christensenella minuta	0	0	0	0	0	79495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19725	6786	0	0	0	1526	0	0	0	0	0	0	5095	1824	0	0	0	3034	8729	71053	0	0	0	0	7990	0	0	0	0	0	0	0	0	423648	1917	0	0	0	0	0	0	0	17151	0	0	0	0	0	0	0	0	0	0	0
Bifidobacterium pullorum	0	0	0	0	0	108568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rothia dentocariosa	0	0	0	0	0	63965	0	0	5226	0	0	0	0	0	21523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2137	0	2087	0	0	0	0	0	0	0	0	1880
Monoglobus pectinilyticus	0	0	0	0	0	50458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12362	0	0	0	0	1040	0	0	0	0	0	19278	0	0	0	10332	22348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	165310	0	0	18388	0	0	0	5902	0	0	0	0	0	92919	0	0	0	0	0
Rothia aeria	0	0	0	0	0	47275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	410
Staphylococcus argenteus	0	0	0	0	0	45708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Klebsiella quasipneumoniae	0	0	0	0	0	40929	206598	0	0	0	0	0	0	0	0	1981827	0	0	30718	24674	13867	0	25738	0	0	0	0	0	0	0	0	0	0	0	0	1328366	0	0	0	0	0	109208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41469	0	0	0	0	0	0	0	7103	0	0	0	0	0	0	0	0	0
Enterococcus faecalis	0	0	0	0	0	31636	0	0	0	0	0	0	0	0	0	0	0	0	0	513158	0	0	0	0	0	0	0	0	0	0	0	0	457306	0	0	0	23863	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
