subspecies	p-adj	Composite	cluster95	phylum
1302001001	0.9717	0.22140530219962487	1302	p__Firmicutes_A
1307001001	1.0	0.3515907865438413	1307	p__Firmicutes_A
1307001003	0.8833	0.15514975887014015	1307	p__Firmicutes_A
1315001002	0.0426	0.635855148986947	1315	p__Bacteroidota
1316001001	0.5873	0.41759977697315276	1316	p__Firmicutes_A
1316001002	1.0	0.018690206481645714	1316	p__Firmicutes_A
1321001001	0.8408	0.21660800360302182	1321	p__Firmicutes_A
1328001002	0.0086	0.6742592766404543	1328	p__Bacteroidota
1329001002	0.75	0.23631653683388404	1329	p__Proteobacteria
1329001003	1.0	0.018149491402213842	1329	p__Proteobacteria
1332001001	1.0	0.015255924864193186	1332	p__Bacteroidota
1335001001	0.9998	0.0955777988280328	1335	p__Firmicutes_A
1335001002	1.0	0.14171497550201484	1335	p__Firmicutes_A
1347001001	1.0	0.33791973094510513	1347	p__Firmicutes_A
1347001002	0.1582	0.4200730757846564	1347	p__Firmicutes_A
1349001001	0.1182	0.42772870804867846	1349	p__Firmicutes_A
1351001001	0.9999	0.08892298407633985	1351	p__Bacteroidota
1351001002	1.0	0.09360086711163951	1351	p__Bacteroidota
1351001003	0.9988	0.15863165102672516	1351	p__Bacteroidota
1352001001	0.9762	0.36218478649132374	1352	p__Firmicutes_C
1352001004	0.8647	0.23605206542885393	1352	p__Firmicutes_C
1353001001	0.8826	0.2471784043371282	1353	p__Firmicutes_C
1353001002	0.9712	0.20162393825257452	1353	p__Firmicutes_C
1354001001	1.0	0.07679167469216275	1354	p__Firmicutes_A
1354001002	1.0	0.16000589720002037	1354	p__Firmicutes_A
1354001003	1.0	0.0014775687830769948	1354	p__Firmicutes_A
1354001004	1.0	0.03843926572563102	1354	p__Firmicutes_A
1355001002	0.9993	0.009465743731810743	1355	p__Firmicutes_A
1358001001	0.8893	0.2275562179807021	1358	p__Firmicutes
1360001002	0.9976	0.052045844006505984	1360	p__Firmicutes_A
1362001001	1.0	0.227878266077486	1362	p__Proteobacteria
1362001002	1.0	0.349215412170536	1362	p__Proteobacteria
1362001003	1.0	0.1715519045932777	1362	p__Proteobacteria
1362001004	0.9458	0.2814091310673479	1362	p__Proteobacteria
1363001001	1.0	0.1375964464817861	1363	p__Bacteroidota
1366001002	1.0	0.11007750834662065	1366	p__Firmicutes_A
1370001001	1.0	0.02672326924665157	1370	p__Firmicutes_A
1371001001	0.1797	0.4032754876160748	1371	p__Firmicutes_A
1380001001	0.9999	0.015260763810983773	1380	p__Proteobacteria
1380001003	1.0	0.302493103738729	1380	p__Proteobacteria
1380001006	1.0	0.09149360469422481	1380	p__Proteobacteria
1380001007	1.0	0.00017176383386862407	1380	p__Proteobacteria
1380001008	1.0	0.13106054638650871	1380	p__Proteobacteria
1383001001	0.9998	0.06805627364569194	1383	p__Firmicutes_A
1383001002	1.0	0.030272930147546825	1383	p__Firmicutes_A
1384001001	0.9996	0.10688401550028107	1384	p__Firmicutes_A
1385001002	1.0	0.1489037750004969	1385	p__Fusobacteriota
1387001001	0.0006	0.7455288654638692	1387	p__Bacteroidota
1387001002	0.0003	0.7480034940842084	1387	p__Bacteroidota
1389001001	1.0	0.28492189407839597	1389	p__Bacteroidota
1389001002	1.0	0.15306987335880567	1389	p__Bacteroidota
1390001001	0.0221	0.6349472539668914	1390	p__Firmicutes
1393001001	0.4021	0.47435680300005556	1393	p__Firmicutes_A
1394001002	1.0	0.6610228249397283	1394	p__Firmicutes_A
1394001004	1.0	0.30615544546165047	1394	p__Firmicutes_A
1395001001	1.0	0.00227272457730788	1395	p__Firmicutes_A
1396001001	1.0	0.03177734382168317	1396	p__Firmicutes
1397001001	0.9999	0.08908168495241263	1397	p__Firmicutes
1397001002	1.0	0.028154677919847246	1397	p__Firmicutes
1398001001	1.0	0.26050163487094535	1398	p__Firmicutes_A
1399001001	1.0	0.005321043570579982	1399	p__Cyanobacteria
1400001001	1.0	0.1574430973648737	1400	p__Firmicutes_C
1405001001	1.0	0.15778895005326202	1405	p__Bacteroidota
1407001001	1.0	6.109046587160629e-06	1407	p__Bacteroidota
1408001001	-0.0	0.7874114546344462	1408	p__Bacteroidota
1411001001	0.5933	0.424597400196814	1411	p__Firmicutes_A
1414001001	0.9999	0.1618697441409956	1414	p__Firmicutes_A
1414001002	1.0	0.12825647380014904	1414	p__Firmicutes_A
1414001003	0.9996	0.0323252921060945	1414	p__Firmicutes_A
1415001001	1.0	0.1574396747753843	1415	p__Firmicutes
1415001002	1.0	0.19843868401838957	1415	p__Firmicutes
1416001001	1.0	0.04478058493385848	1416	p__Firmicutes_A
1418001001	1.0	0.247769661868201	1418	p__Firmicutes_A
1418001002	0.4892	0.49462795635354523	1418	p__Firmicutes_A
1419001001	1.0	0.00045940852015271156	1419	p__Bacteroidota
1420001001	1.0	0.2126291342236669	1420	p__Firmicutes_A
1420001002	0.9549	0.2517955373203757	1420	p__Firmicutes_A
1420001003	1.0	0.14608329078646393	1420	p__Firmicutes_A
1421001001	1.0	0.15744083038531778	1421	p__Firmicutes_A
1422001001	1.0	0.15743960076355437	1422	p__Firmicutes_A
1422001002	1.0	0.09156423773195249	1422	p__Firmicutes_A
1422001003	0.9977	0.05989531272350033	1422	p__Firmicutes_A
1426001001	1.0	0.019305278184760667	1426	p__Firmicutes_A
1426001002	0.9989	0.11517240447364968	1426	p__Firmicutes_A
1426001003	0.6249	0.33605271859677527	1426	p__Firmicutes_A
1427001001	1.0	0.02011896873952422	1427	p__Proteobacteria
1427001002	1.0	0.1400491445433175	1427	p__Proteobacteria
1429001002	1.0	0.019267376693412424	1429	p__Firmicutes
1430001001	0.028	0.5551480512503041	1430	p__Actinobacteriota
1434001001	1.0	0.05369250659580288	1434	p__Firmicutes_A
1434001002	0.9997	0.03196669764637799	1434	p__Firmicutes_A
1435001001	1.0	0.04836632328525494	1435	p__Firmicutes_A
1435001002	0.9996	0.0057614863038964095	1435	p__Firmicutes_A
1437001001	0.0506	0.5628101909374897	1437	p__Firmicutes_A
1440001001	1.0	0.29740516157703567	1440	p__Firmicutes
1442001001	1.0	0.0029867066747074887	1442	p__Bacteroidota
1442001002	1.0	7.683530490192882e-06	1442	p__Bacteroidota
1442001003	1.0	0.09291527026363623	1442	p__Bacteroidota
1442001006	1.0	0.0043826727119066705	1442	p__Bacteroidota
1443001001	1.0	0.15744059301198832	1443	p__Bacteroidota
1443001002	0.9999	0.17050035619969944	1443	p__Bacteroidota
1445001001	1.0	0.16687976104668814	1445	p__Firmicutes_A
1449001001	0.9846	0.3558187281114596	1449	p__Firmicutes_A
1450001001	0.255	0.3269709814450497	1450	p__Firmicutes_A
1452001001	0.0609	0.5664517353491059	1452	p__Actinobacteriota
1452001002	0.9949	0.034444080581584983	1452	p__Actinobacteriota
1455001002	0.634	0.37953657398208707	1455	p__Firmicutes_A
1457001001	0.9461	0.05538299285987221	1457	p__Firmicutes
1461001001	1.0	0.11505995397829842	1461	p__Bacteroidota
1466001003	0.1739	0.6368327464391541	1466	p__Bacteroidota
1467001001	1.0	0.15743988886377355	1467	p__Firmicutes_A
1467001002	1.0	0.035098582283132236	1467	p__Firmicutes_A
1467001003	1.0	0.091529961306031	1467	p__Firmicutes_A
1468001001	1.0	0.028746808540107378	1468	p__Firmicutes_A
1471001001	1.0	0.12569414518348382	1471	p__Firmicutes
1473001001	0.1724	0.4723436547978789	1473	p__Firmicutes_A
1474001001	0.325	0.5742361081112116	1474	p__Bacteroidota
1479001001	1.0	0.01935598788857719	1479	p__Firmicutes_A
1479001002	0.9351	0.23991370812781568	1479	p__Firmicutes_A
1479001003	0.9512	0.15864709684677328	1479	p__Firmicutes_A
1479001004	0.9999	0.17466729668525957	1479	p__Firmicutes_A
1480001001	0.7457	0.22645819555186134	1480	p__Methanobacteriota
1482001001	0.0	0.7812221340543128	1482	p__Firmicutes
1483001002	1.0	0.03173715019367599	1483	p__Firmicutes_A
1489001001	1.0	0.011939256448375308	1489	p__Firmicutes_A
1489001002	1.0	0.00901806897395823	1489	p__Firmicutes_A
1490001002	0.9997	0.2071253504189413	1490	p__Firmicutes_A
1490001003	0.9884	0.14366625621438273	1490	p__Firmicutes_A
1491001001	1.0	0.1574398527187201	1491	p__Firmicutes_A
1491001002	1.0	0.020773916147287793	1491	p__Firmicutes_A
1491001003	0.9098	0.13950206647623584	1491	p__Firmicutes_A
1492001002	1.0	0.004181682264816585	1492	p__Bacteroidota
1493001001	0.9929	0.3943261741888073	1493	p__Firmicutes
1493001002	1.0	0.0010951991834877493	1493	p__Firmicutes
1493001003	1.0	0.1576704650782149	1493	p__Firmicutes
1494001001	1.0	0.0018316498989867235	1494	p__Firmicutes_A
1494001002	0.9717	0.18181234871906019	1494	p__Firmicutes_A
1496001001	0.9931	0.1667660585034779	1496	p__Firmicutes_A
1496001004	1.0	0.10596590793467235	1496	p__Firmicutes_A
1497001002	1.0	0.23539152869430574	1497	p__Firmicutes_A
1498001004	1.0	0.013898106133234627	1498	p__Firmicutes
1499001001	0.1668	0.5034052537692407	1499	p__Firmicutes_A
1500001001	1.0	0.019904385109184367	1500	p__Bacteroidota
1501001001	0.55	0.3021197335262516	1501	p__Firmicutes_A
1501001002	1.0	0.13347224641702043	1501	p__Firmicutes_A
1502001001	1.0	0.009663058766194367	1502	p__Firmicutes_A
1502001002	1.0	0.0007167074394798436	1502	p__Firmicutes_A
1504001001	1.0	0.11981620388835225	1504	p__Proteobacteria
1504001002	1.0	0.4329932842398678	1504	p__Proteobacteria
1504001004	1.0	0.11981620388835225	1504	p__Proteobacteria
1506001001	1.0	0.2799516957086374	1506	p__Bacteroidota
1506001002	0.9989	0.057928819294831235	1506	p__Bacteroidota
1508001001	0.999	0.2399706947964961	1508	p__Firmicutes_A
1510001001	1.0	0.04188680849757622	1510	p__Firmicutes_A
1511001001	-0.0	0.8192542249408653	1511	p__Firmicutes_C
1513001001	0.9878	0.3014868919230971	1513	p__Proteobacteria
1513001002	0.9968	0.1467143126566711	1513	p__Proteobacteria
1514001001	0.9521	0.23454559239116698	1514	p__Firmicutes_A
1519001001	1.0	0.026936228384437256	1519	p__Firmicutes_A
1520001001	1.0	0.02142479095714505	1520	p__Firmicutes_A
1522001001	0.9999	6.692278061405832e-05	1522	p__Firmicutes_A
1529001001	1.0	0.044409143920145534	1529	p__Bacteroidota
1530001001	1.0	0.152897589795603	1530	p__Firmicutes_A
1532001001	1.0	0.08180670425993097	1532	p__Firmicutes_C
1532001002	0.9974	0.21570756354623624	1532	p__Firmicutes_C
1533001001	1.0	0.15744170800592885	1533	p__Firmicutes_A
1533001003	0.9669	0.18517267042854701	1533	p__Firmicutes_A
1534001001	0.9984	0.0742091941797706	1534	p__Firmicutes_A
1534001002	1.0	0.08361763507323694	1534	p__Firmicutes_A
1534001003	0.983	0.23898405900291605	1534	p__Firmicutes_A
1536001001	1.0	0.05262575659207136	1536	p__Firmicutes_A
1537001001	0.9589	0.11759305397219638	1537	p__Firmicutes_A
1541001001	1.0	0.0002879064991500835	1541	p__Bacteroidota
1543001001	1.0	0.29179976255249995	1543	p__Firmicutes_A
1543001002	1.0	0.15744037546010037	1543	p__Firmicutes_A
1543001003	0.9998	0.09284029777204568	1543	p__Firmicutes_A
1548001001	1.0	0.11416599761531186	1548	p__Cyanobacteria
1548001002	1.0	0.1516070926732163	1548	p__Cyanobacteria
1548001003	1.0	0.14876975231625064	1548	p__Cyanobacteria
1548001004	1.0	0.13516164341705864	1548	p__Cyanobacteria
1554001002	1.0	0.002573948731721454	1554	p__Firmicutes_A
1557001001	0.6148	0.2738941457276783	1557	p__Proteobacteria
1557001002	0.9995	0.22648850473978643	1557	p__Proteobacteria
1559001001	1.0	0.038195451304017906	1559	p__Firmicutes
1560001001	1.0	0.006512062679837408	1560	p__Firmicutes_A
1560001002	0.3039	0.3812070237187037	1560	p__Firmicutes_A
1564001001	0.9965	0.12380469640640018	1564	p__Firmicutes_A
1567001001	0.9999	0.08322984126125316	1567	p__Firmicutes_A
1568001001	1.0	0.00030300676997402007	1568	p__Actinobacteriota
1568001002	0.2819	0.442211815896538	1568	p__Actinobacteriota
1570001002	0.4412	0.37100245610065397	1570	p__Firmicutes_A
1571001001	1.0	0.16373455865834124	1571	p__Firmicutes_A
1571001002	1.0	9.335453942096861e-08	1571	p__Firmicutes_A
1573001001	0.6508	0.23999341962836174	1573	p__Firmicutes_A
1575001001	0.0001	0.7495534258033943	1575	p__Bacteroidota
1579001005	0.9974	0.00037126399971677696	1579	p__Verrucomicrobiota
1580001001	1.0	0.15765560803793946	1580	p__Proteobacteria
1580001002	0.9709	0.3378751957201471	1580	p__Proteobacteria
1580001003	1.0	0.4519334914877231	1580	p__Proteobacteria
1583001003	0.9254	0.21323931122447098	1583	p__Firmicutes_A
1589001001	0.8072	0.16456129242689704	1589	p__Firmicutes_A
1590001002	0.8177	0.38621166727368816	1590	p__Firmicutes_A
1591001001	1.0	0.02599644326017717	1591	p__Bacteroidota
1592001001	0.9983	0.011141670736812555	1592	p__Firmicutes_A
1593001001	0.0179	0.6444777659437595	1593	p__Actinobacteriota
1593001002	1.0	0.03972981423055438	1593	p__Actinobacteriota
1596001001	1.0	0.15759790391255415	1596	p__Bacteroidota
1601001001	1.0	0.08327162071730132	1601	p__Firmicutes
1602001001	1.0	0.03806347146684372	1602	p__Firmicutes_A
1603001001	1.0	0.013907871465447898	1603	p__Bacteroidota
1603001002	0.9935	0.43822576676122377	1603	p__Bacteroidota
1604001002	1.0	0.004532228295643774	1604	p__Firmicutes_A
1607001001	0.9998	0.02775545524820835	1607	p__Firmicutes_A
1608001001	1.0	0.020139511738608343	1608	p__Firmicutes_A
1608001002	1.0	0.05565178031063102	1608	p__Firmicutes_A
1609001001	0.9992	0.0009470044558084953	1609	p__Firmicutes
1610001003	1.0	0.42424978753891845	1610	p__Bacteroidota
1612001001	1.0	0.04679277776892913	1612	p__Firmicutes_A
1613001001	1.0	0.000733378886948124	1613	p__Firmicutes_A
1613001002	1.0	0.029134522145655983	1613	p__Firmicutes_A
1616001001	0.0781	0.5496480018090417	1616	p__Bacteroidota
1616001002	1.0	0.15747186896640772	1616	p__Bacteroidota
1616001003	1.0	0.16294336891507663	1616	p__Bacteroidota
1617001001	1.0	0.00016832947522055547	1617	p__Firmicutes_A
1617001002	1.0	0.026670765783556434	1617	p__Firmicutes_A
1619001001	1.0	0.10104695243521711	1619	p__Firmicutes_A
1619001002	1.0	0.20227189244487706	1619	p__Firmicutes_A
1619001003	1.0	0.00013007221029717723	1619	p__Firmicutes_A
1621001002	1.0	0.01940866470948201	1621	p__Firmicutes_A
1622001002	1.0	0.15744378951818475	1622	p__Bacteroidota
1625001001	1.0	0.005440179296976094	1625	p__Firmicutes_A
1630001001	1.0	0.18202402146330943	1630	p__Actinobacteriota
1631001001	0.9992	0.0009561631903156879	1631	p__Firmicutes
1633001001	1.0	0.3597290735370289	1633	p__Firmicutes_A
1633001002	1.0	0.09053016192979912	1633	p__Firmicutes_A
1635001001	0.9999	0.0017920096627702265	1635	p__Firmicutes
1636001001	1.0	0.1725461841642919	1636	p__Firmicutes_A
1641001001	0.999	0.00018287290584045461	1641	p__Firmicutes
1642001001	1.0	0.3628752528977268	1642	p__Firmicutes_A
1642001002	0.9883	0.13652790121420535	1642	p__Firmicutes_A
1642001003	1.0	3.3186843654464414e-05	1642	p__Firmicutes_A
1642001004	0.9152	0.35222668631018617	1642	p__Firmicutes_A
1647001001	1.0	0.29958870172202895	1647	p__Proteobacteria
1647001002	1.0	0.15747616653708474	1647	p__Proteobacteria
1647001003	1.0	0.15549165266446324	1647	p__Proteobacteria
1647001004	0.997	0.32168208441190554	1647	p__Proteobacteria
1647001005	1.0	0.13106054638650871	1647	p__Proteobacteria
1649001001	0.9999	0.02421770402991813	1649	p__Firmicutes
1652001001	0.9971	0.00025989637263342706	1652	p__Firmicutes_A
1653001001	0.7168	0.4300616078302129	1653	p__Actinobacteriota
1654001001	1.0	0.12392140344008998	1654	p__Firmicutes_A
1659001001	1.0	0.00586362353219635	1659	p__Firmicutes_A
1660001001	0.9099	0.3299443263715043	1660	p__Firmicutes_A
1661001001	1.0	0.3734565034375634	1661	p__Bacteroidota
1661001002	0.065	0.5955133961567902	1661	p__Bacteroidota
1662001001	1.0	0.09053016192979912	1662	p__Firmicutes
1662001002	1.0	6.818634732221285e-05	1662	p__Firmicutes
1663001001	0.9547	0.28948096509237564	1663	p__Firmicutes_A
1666001001	0.9999	0.01897768124818513	1666	p__Firmicutes_A
1667001001	0.5973	0.3093398459207323	1667	p__Firmicutes_A
1670001002	1.0	0.02606187743808644	1670	p__Firmicutes
1671001002	0.9856	0.14706282249833139	1671	p__Firmicutes_A
1674001001	1.0	0.3238535498747507	1674	p__Proteobacteria
1674001002	0.7369	0.38795998748898675	1674	p__Proteobacteria
1675001001	1.0	0.0667545422143097	1675	p__Bacteroidota
1679001001	1.0	0.0006045607620257413	1679	p__Firmicutes_A
1680001001	0.9913	0.011452360427125887	1680	p__Firmicutes
1681001001	1.0	0.02818606130527356	1681	p__Bacteroidota
1687001001	0.9992	0.062003392087681	1687	p__Firmicutes
1688001002	1.0	0.1574399267342629	1688	p__Firmicutes_C
1691001001	1.0	0.1505812623710554	1691	p__Bacteroidota
1693001002	0.9997	0.4566052750924022	1693	p__Firmicutes
1693001004	0.9879	0.3242138736092534	1693	p__Firmicutes
1697001001	1.0	0.15754533448004357	1697	p__Bacteroidota
1697001002	0.9984	0.010418132904681824	1697	p__Bacteroidota
1697001003	0.9821	0.1933644777169262	1697	p__Bacteroidota
1697001004	0.9998	0.04433099055393453	1697	p__Bacteroidota
1698001001	1.0	0.08607625876118369	1698	p__Firmicutes_A
1700001001	1.0	0.038864343264093146	1700	p__Desulfobacterota
1700001002	1.0	0.004523953348371257	1700	p__Desulfobacterota
1700001003	1.0	0.15039954293636956	1700	p__Desulfobacterota
1703001001	0.0406	0.6226505201649771	1703	p__Actinobacteriota
1705001005	1.0	0.09369570528448827	1705	p__Firmicutes_A
1707001001	0.7609	0.3963581496217659	1707	p__Proteobacteria
1707001002	1.0	0.1498068080653714	1707	p__Proteobacteria
1708001001	0.9999	0.06461459388781803	1708	p__Firmicutes_A
1708001002	0.9822	0.1491742482637798	1708	p__Firmicutes_A
1709001001	0.9999	3.738973997463639e-05	1709	p__Firmicutes_A
1710001001	1.0	0.029796829974169155	1710	p__Bacteroidota
1710001002	1.0	0.015326172544675493	1710	p__Bacteroidota
1711001001	1.0	0.0031290283717132906	1711	p__Firmicutes
1711001003	1.0	0.02845951726039422	1711	p__Firmicutes
1712001001	1.0	0.14535544524740338	1712	p__Firmicutes
1714001001	1.0	0.3061573128746111	1714	p__Firmicutes_A
1714001002	0.9996	0.038517059914733684	1714	p__Firmicutes_A
1718001001	1.0	0.044029381662013936	1718	p__Firmicutes_A
1719001001	1.0	0.40381300145450416	1719	p__Firmicutes_A
1722001002	1.0	0.000785803473081844	1722	p__Firmicutes
1722001003	1.0	0.05148896142158458	1722	p__Firmicutes
1724001002	1.0	8.490623257313222e-05	1724	p__Cyanobacteria
1725001001	0.9999	0.051611920828886215	1725	p__Firmicutes_A
1726001001	1.0	0.06797819975463858	1726	p__Firmicutes_A
1731001001	0.9973	0.09586292500913886	1731	p__Firmicutes_A
1731001003	1.0	0.20771743649159308	1731	p__Firmicutes_A
1732001001	0.981	0.30863117780968136	1732	p__Firmicutes_A
1732001004	1.0	0.0004140620137053773	1732	p__Firmicutes_A
1733001001	0.8503	0.23684160916116634	1733	p__Proteobacteria
1734001002	1.0	0.007949224135330333	1734	p__Firmicutes
1736001001	1.0	0.017947212767784524	1736	p__Firmicutes_A
1736001002	1.0	0.011749199814906896	1736	p__Firmicutes_A
1737001001	1.0	0.2627000822065527	1737	p__Firmicutes_A
1744001001	0.9996	0.05381276187504178	1744	p__Firmicutes_A
1749001001	1.0	0.10106977317244209	1749	p__Bacteroidota
1749001003	0.9992	0.10521739207578867	1749	p__Bacteroidota
1749001004	1.0	0.00033382034896530145	1749	p__Bacteroidota
1749001005	1.0	0.01788998596726285	1749	p__Bacteroidota
1750001001	1.0	0.0002930355931751285	1750	p__Firmicutes
1752001001	0.9037	0.2548682996679257	1752	p__Firmicutes_A
1752001002	1.0	0.009472451593522217	1752	p__Firmicutes_A
1758001001	1.0	0.019282198853581418	1758	p__Firmicutes
1759001001	1.0	1.9881373872371855e-05	1759	p__Firmicutes_A
1759001003	0.9998	0.14525219021057073	1759	p__Firmicutes_A
1760001001	0.8795	0.1803161773086059	1760	p__Firmicutes_A
1760001002	1.0	0.013152795626389003	1760	p__Firmicutes_A
1761001002	1.0	0.1574463731095072	1761	p__Bacteroidota
1763001001	0.9988	0.011975156253155355	1763	p__Firmicutes
1769001001	0.9389	0.18665820265192717	1769	p__Firmicutes_A
1770001001	1.0	0.05196207364272358	1770	p__Firmicutes_A
1770001002	1.0	0.017668207740581966	1770	p__Firmicutes_A
1770001003	1.0	0.1449018063422363	1770	p__Firmicutes_A
1771001001	1.0	0.14923116268685874	1771	p__Proteobacteria
1771001002	0.9992	0.1160536535831794	1771	p__Proteobacteria
1776001001	1.0	0.016761829715868017	1776	p__Firmicutes_A
1777001002	1.0	0.0002911894515708773	1777	p__Firmicutes_A
1778001001	1.0	0.017487579124638674	1778	p__Firmicutes_A
1778001003	1.0	0.0019586217751106274	1778	p__Firmicutes_A
1779001001	0.6721	0.18127929517874988	1779	p__Firmicutes_A
1780001001	0.3787	0.5600684331500959	1780	p__Firmicutes_C
1782001001	0.8938	0.21919443556071008	1782	p__Firmicutes_A
1784001001	0.9994	0.15750967711562866	1784	p__Firmicutes_A
1784001002	1.0	0.21789904345935618	1784	p__Firmicutes_A
1784001003	0.988	0.22614914706852662	1784	p__Firmicutes_A
1785001001	1.0	0.1343668843793171	1785	p__Proteobacteria
1785001002	1.0	0.09255669046400018	1785	p__Proteobacteria
1785001003	1.0	0.1591445005547409	1785	p__Proteobacteria
1793001001	0.9896	0.10316952949444202	1793	p__Firmicutes_A
1794001001	1.0	0.048169741067432964	1794	p__Firmicutes_A
1795001001	0.8108	0.282284392624507	1795	p__Firmicutes_A
1796001001	1.0	0.0002810187987079024	1796	p__Firmicutes
1797001001	0.8911	0.2812175461672077	1797	p__Firmicutes_A
1797001002	1.0	0.238273185334763	1797	p__Firmicutes_A
1798001001	0.0356	0.6802903286406214	1798	p__Bacteroidota
1801001001	1.0	0.05117428187666732	1801	p__Firmicutes_A
1802001001	1.0	1.2871345626279376e-05	1802	p__Firmicutes
1804001001	1.0	0.00022587784570964034	1804	p__Firmicutes
1807001002	1.0	0.007949224135330333	1807	p__Firmicutes
1809001001	0.1699	0.4080587396605692	1809	p__Bacteroidota
1811001001	1.0	0.04674062811091808	1811	p__Bacteroidota
1812001001	0.6992	0.3166087906643677	1812	p__Firmicutes_C
1814001001	1.0	0.00022446997905328125	1814	p__Firmicutes
1815001001	1.0	0.5512294360244753	1815	p__Firmicutes_A
1816001001	1.0	0.0008394513183002064	1816	p__Firmicutes
1817001001	1.0	0.039656080917673905	1817	p__Firmicutes_A
1819001001	0.7927	0.28596021702207075	1819	p__Proteobacteria
1820001001	1.0	1.4030475394965318e-05	1820	p__Firmicutes
1821001001	1.0	0.0002001409348674423	1821	p__Firmicutes_A
1824001001	1.0	0.13516164341705864	1824	p__Firmicutes_A
1824001002	0.9997	0.044649728902097466	1824	p__Firmicutes_A
1825001001	0.9999	0.4610281598425207	1825	p__Firmicutes_C
1825001002	0.6686	0.5350266886550971	1825	p__Firmicutes_C
1826001001	0.9999	0.00018326471633480396	1826	p__Firmicutes_A
1827001001	1.0	0.1602519132654268	1827	p__Firmicutes_A
1829001001	0.8275	0.22301215731860688	1829	p__Proteobacteria
1830001001	1.0	0.29740796520890694	1830	p__Firmicutes_C
1830001002	1.0	0.2975574309949647	1830	p__Firmicutes_C
1831001001	0.5134	0.3425897024587604	1831	p__Firmicutes_A
1832001001	0.5254	0.6272464047202586	1832	p__Bacteroidota
1835001001	1.0	0.15744705827850197	1835	p__Bacteroidota
1835001002	0.9703	0.5519161925233155	1835	p__Bacteroidota
1839001001	0.9678	0.1617944561201706	1839	p__Firmicutes_A
1841001001	1.0	0.05200369375980147	1841	p__Firmicutes_A
1841001003	1.0	0.13986598009407228	1841	p__Firmicutes_A
1842001001	1.0	0.007583509919821869	1842	p__Bacteroidota
1843001001	0.9982	0.19427320610216733	1843	p__Firmicutes
1844001001	0.9994	0.00012530623087458531	1844	p__Firmicutes
1845001001	0.86	0.35588459838000613	1845	p__Firmicutes_A
1845001002	1.0	0.2995816444708988	1845	p__Firmicutes_A
1846001001	0.9999	0.2581261975802589	1846	p__Actinobacteriota
1847001001	0.9999	0.00041355937181821806	1847	p__Firmicutes
1848001001	0.257	0.5037913200652157	1848	p__Actinobacteriota
1849001001	0.7362	0.2832984933910753	1849	p__Firmicutes_A
1850001001	1.0	3.450133937811973e-05	1850	p__Firmicutes
1852001001	1.0	0.11249186394796658	1852	p__Firmicutes_A
1853001001	1.0	0.15744457790201277	1853	p__Bacteroidota
1853001002	0.0001	0.7527219530641607	1853	p__Bacteroidota
1854001001	0.9882	0.1951603303225708	1854	p__Cyanobacteria
1854001003	1.0	0.15743927952071804	1854	p__Cyanobacteria
1855001001	0.967	0.2772621154389815	1855	p__Proteobacteria
1859001001	1.0	0.10998068680186611	1859	p__Bacteroidota
1861001002	1.0	0.157439816500165	1861	p__Proteobacteria
1864001002	0.9994	0.05645018387070722	1864	p__Proteobacteria
1869001001	0.9999	0.0015429279324611297	1869	p__Firmicutes
1870001001	0.6216	0.3315172185650935	1870	p__Firmicutes_A
1871001001	0.9998	6.877159011285249e-05	1871	p__Firmicutes
1872001001	0.7507	0.2818869407900688	1872	p__Firmicutes_A
1873001001	1.0	0.040253977341143214	1873	p__Firmicutes_A
1875001001	0.9999	0.053760223521725596	1875	p__Firmicutes_A
1875001002	1.0	0.0009829951030925267	1875	p__Firmicutes_A
1877001001	0.8235	0.2919586555613077	1877	p__Firmicutes_C
1878001001	0.9973	0.1105816323952564	1878	p__Firmicutes_A
1878001002	0.9606	0.1591492865199903	1878	p__Firmicutes_A
1880001001	0.9999	0.07086342089856852	1880	p__Firmicutes
1881001002	0.9799	0.4108323898662353	1881	p__Firmicutes_A
1882001002	1.0	0.0011278565801555985	1882	p__Firmicutes
1884001001	1.0	0.08317510210967483	1884	p__Firmicutes_A
1884001002	0.993	0.13973960461383306	1884	p__Firmicutes_A
1884001003	1.0	5.1626215297864365e-05	1884	p__Firmicutes_A
1888001001	1.0	0.12333798464274023	1888	p__Fusobacteriota
1893001001	1.0	0.01851907829904098	1893	p__Firmicutes_A
1893001002	0.9964	0.05194714385035673	1893	p__Firmicutes_A
1901001001	0.9999	0.05719492466984458	1901	p__Firmicutes
1903001001	1.0	0.028266350713879132	1903	p__Bacteroidota
1905001001	0.9999	0.022573451040057792	1905	p__Firmicutes
1908001003	1.0	0.0022233791953241784	1908	p__Firmicutes_A
1909001002	1.0	0.02377682478594279	1909	p__Firmicutes_A
1910001001	0.9999	0.46585772467311953	1910	p__Firmicutes_A
1914001002	1.0	0.0018161224677338294	1914	p__Bacteroidota
1918001002	1.0	0.036180724050780495	1918	p__Firmicutes_A
1920001001	1.0	0.02242891890425092	1920	p__Firmicutes
1922001001	0.096	0.5027377719471681	1922	p__Actinobacteriota
1923001001	1.0	0.056914417752024354	1923	p__Firmicutes_A
1924001001	0.9998	0.0398447477106539	1924	p__Firmicutes_A
1933001001	0.7415	0.2272709275147022	1933	p__Proteobacteria
1933001002	0.9916	0.17424060254180426	1933	p__Proteobacteria
1935001001	1.0	0.04829423754317866	1935	p__Proteobacteria
1935001002	1.0	0.4647250266887118	1935	p__Proteobacteria
